"","account_length","international_plan","voice_mail_plan","number.vmail.messages","total_day_calls","total_day_charge","total_eve_calls","total_eve_charge","total_night_calls","total_night_charge","total_intl_calls","total_intl_charge","customer_service_calls","churn"
"865",130,"0","0",0,113,27.68,111,24.68,140,5.17,3,1.94,1,"0"
"866",42,"0","0",0,84,24.87,113,21.75,117,5.31,9,2.16,1,"0"
"867",73,"0","0",0,85,43.32,80,12.19,102,6.93,7,4.05,2,"0"
"868",66,"0","1",26,108,43.33,135,20.67,95,8.59,3,1.46,2,"0"
"869",103,"0","1",31,124,18.31,104,16.06,98,8.83,3,2.4,0,"0"
"870",128,"0","0",0,75,27,91,22.51,77,12.15,7,2.05,1,"0"
"871",104,"0","0",0,113,31.09,85,20.37,104,10.34,4,1.49,2,"0"
"872",103,"0","0",0,112,33.75,90,10.097,124,8.06,5,3.35,0,"0"
"873",124,"0","0",0,72,30.33,134,19.86,91,8.07,2,3.24,0,"0"
"874",87,"0","0",0,91,18.85,115,13.47,131,9.34,5,1.67,1,"0"
"875",109,"0","1",27,85,28.37,92,18.8,97,8.88,4,3.32,1,"1"
"876",167,"1","0",0,91,41.62,105,10.097,110,7.95,3,2.89,2,"0"
"877",97,"0","0",0,96,20.54,101,14.43,63,8.73,3,3.21,4,"1"
"878",106,"0","0",0,118,28.1,101,17.85,93,8.42,3,2.3,2,"0"
"879",125,"0","0",0,113,21.54,131,13.22,112,9.28,7,3.89,2,"0"
"880",108,"0","1",35,106,36.7,107,17.05,107,8.79,7,4.19,0,"0"
"881",125,"0","0",0,132,23.82,126,17.82,77,11.88,2,2.16,1,"0"
"882",89,"0","1",32,113,35.68,104,21.23,92,10.09,7,2.35,1,"0"
"883",72,"1","1",29,114,23.77,91,11.75,88,9.95,6,1.49,0,"0"
"884",23,"0","0",0,107,54.67,115,21.39,132,6.35,3,3.05,2,"1"
"885",149,"0","0",0,61,28.32,107,18.6,131,9.37,6,2.21,4,"0"
"886",73,"0","0",0,90,36.41,78,16.73,112,7.11,8,1.59,0,"0"
"887",61,"0","0",0,123,44.2,127,17.89,70,10.56,3,2.43,1,"1"
"888",161,"0","0",0,113,32.62,87,6.03,107,9.22,4,3.62,4,"1"
"889",73,"0","0",0,95,36.21,104,16.05,89,6.13,3,3.65,0,"0"
"890",118,"0","1",24,83,20.08,72,9.32,73,11.05,2,4.56,1,"0"
"891",23,"0","0",0,89,32.33,108,14.14,73,9.89,4,4.05,4,"0"
"892",127,"0","1",25,95,13.97,109,13.88,104,11.92,6,1.38,0,"0"
"893",42,"0","1",32,80,27.85,123,15.11,106,8.57,5,2.19,0,"0"
"894",118,"0","0",0,145,45.53,121,26.89,91,9.39,9,3.89,4,"1"
"895",45,"0","0",0,91,27.17,86,10.23,93,7.34,3,2.86,2,"0"
"896",50,"0","1",24,129,36.43,55,24.63,130,14.06,4,2.86,1,"0"
"897",179,"0","0",0,123,48.84,114,24.48,112,11.97,4,2.84,0,"1"
"898",152,"0","0",0,122,17.2,87,12.04,124,8.93,3,2.03,2,"0"
"899",105,"0","0",0,74,17.48,125,23.94,113,10.26,5,3.56,2,"0"
"900",72,"0","0",0,97,18.55,96,9.83,84,13.31,6,2.24,0,"0"
"901",52,"0","0",0,67,36.7,108,18.45,130,12.733,2,1.4,1,"0"
"902",125,"0","0",0,110,34.58,97,10.94,113,8.57,4,2.97,1,"0"
"903",143,"0","0",0,113,18.72,59,14.37,94,7.5,2,2.48,1,"0"
"904",65,"0","0",0,51,18.87,84,18.68,89,9.09,9,1.19,1,"0"
"905",80,"0","0",0,121,40.78,51,12.1,106,12.733,5,2.51,1,"0"
"906",1,"0","0",0,107,24.62,66,9.56,79,9.84,3,3.73,1,"0"
"907",60,"0","0",0,134,23.02,85,17.5,103,9.18,4,2.13,1,"0"
"908",43,"0","0",0,134,14.31,103,6.87,79,8.82,2,2.92,1,"0"
"909",143,"0","0",0,127,35.55,80,9.02,90,8.08,6,3.78,0,"0"
"910",81,"0","1",24,117,22.12,61,16.66,123,6.27,5,3.08,0,"0"
"911",205,"0","1",24,139,29.89,98,13.18,64,8.13,5,2.11,2,"0"
"912",24,"0","0",0,104,41.12,112,12.34,105,9.65,5,1.78,1,"0"
"913",74,"0","0",0,106,23.24,105,19.43,114,11.94,4,2.65,0,"0"
"914",77,"0","0",0,68,11.51,86,16.63,137,10.64,2,3.24,1,"0"
"915",74,"0","0",0,87,34.07,105,26.28,118,6.84,2,2.7,1,"0"
"916",74,"1","0",0,103,21.39,96,17.65,143,9.33,4,3.81,1,"1"
"917",200,"0","0",0,87,21.79,105,11.32,123,7.99,2,3.02,1,"0"
"918",86,"0","0",0,88,38.47,107,18.96,92,11.5,3,3.51,4,"0"
"919",91,"0","1",37,107,27.59,115,19.88,94,12.48,4,2.48,0,"0"
"920",76,"0","0",0,121,38.15,97,12.57,74,8.27,2,1.81,2,"0"
"921",130,"0","0",0,127,20.49,52,16.12,107,12.15,2,3.86,1,"0"
"922",56,"0","0",0,90,15.49,115,15.24,89,13.53,8,3.21,2,"0"
"923",117,"0","0",0,137,28.7,107,20.52,106,9.22,4,4.19,0,"0"
"924",63,"0","0",0,81,26.1,115,24.42,85,10.36,5,1.76,2,"0"
"925",126,"0","0",0,88,38.45,114,11.93,110,9.4,2,1.73,0,"0"
"926",132,"0","0",0,107,32.62,127,17.59,88,12.24,2,3.4,1,"0"
"927",81,"0","1",28,147,28.54,105,16.21,103,8.69,6,2.48,4,"1"
"928",122,"0","0",0,88,30.6,77,12.33,120,10.52,6,3.11,2,"0"
"929",46,"0","0",0,67,43.76,91,22.19,107,9.2,5,3.62,2,"1"
"930",150,"0","1",28,75,29.65,80,14.44,130,9.07,4,2.97,1,"0"
"931",99,"0","0",0,83,27.15,121,13.21,114,11.51,3,2.27,1,"0"
"932",87,"0","0",0,124,40.32,87,18.92,81,7.8,3,2.97,1,"0"
"933",108,"0","0",0,129,17.51,103,20.6,89,7.66,3,2.13,1,"0"
"934",101,"0","0",0,89,26.15,89,19.89,77,8.83,2,3.13,4,"0"
"935",53,"0","0",0,86,34.87,95,13.64,142,6.73,2,2.89,3,"0"
"936",132,"0","1",39,93,29.87,94,15.91,118,10.15,3,2.32,2,"0"
"937",158,"0","0",0,123,26.5,112,19.06,116,9.95,8,2.32,2,"0"
"938",114,"0","1",34,109,26.25,142,18.82,103,9.38,5,2.78,0,"0"
"939",77,"0","1",23,73,35.65,63,15.61,111,9.25,3,1.92,2,"0"
"940",144,"1","0",0,69,25.5,73,24.3,121,8.58,9,2.54,0,"0"
"941",91,"0","1",23,97,39.51,88,15.81,128,8.57,3,3.32,3,"0"
"942",58,"0","0",0,100,28.12,87,9.83,118,8.72,5,3.46,2,"0"
"943",5,"0","0",0,106,33.86,67,15.92,85,9.63,3,3.59,3,"0"
"944",97,"0","0",0,81,36.99,51,27.24,110,6.78,3,1.13,0,"0"
"945",107,"0","0",0,95,36.06,88,12.76,111,9.89,2,2.08,3,"0"
"946",142,"0","1",30,75,26.18,97,14.09,83,12.15,5,2.92,1,"0"
"947",9,"0","1",31,130,32.95,98,17.22,102,8.6,2,3.59,1,"0"
"948",73,"0","0",0,130,29.82,105,21.09,85,5.51,4,3.29,0,"0"
"949",48,"0","1",22,63,25.84,131,22,109,11.84,5,4.24,2,"1"
"950",43,"0","0",0,147,39.13,121,15.87,100,5.78,3,2.48,0,"0"
"951",122,"0","1",33,103,29.73,105,21.1,116,7.41,3,3.65,1,"1"
"952",93,"0","0",0,68,32.33,64,22.29,92,5.85,4,2.38,0,"0"
"953",85,"0","0",0,122,29.99,123,19.12,50,9.88,1,3.11,1,"0"
"954",59,"0","0",0,95,27.35,65,21.35,97,12.3,5,1.35,3,"0"
"955",87,"0","0",0,90,38.88,99,13.86,90,6.93,3,3.19,1,"0"
"956",137,"0","0",0,90,24.48,100,15.44,93,5.76,2,3.32,0,"0"
"957",21,"0","1",31,90,23.1,84,23.04,89,8.06,7,2.57,4,"0"
"958",129,"0","0",0,118,46.043,104,16.33,83,8.59,6,2.81,0,"1"
"959",104,"0","0",0,77,22.19,117,11.15,63,11.91,6,3.51,0,"0"
"960",93,"0","1",21,105,22.81,128,13.81,90,8.4,2,3.19,4,"1"
"961",63,"0","0",0,102,47.26,114,22.64,118,10.08,4,3.54,4,"1"
"962",161,"0","0",0,70,17.92,122,18.26,126,10.06,5,2.11,0,"0"
"963",50,"0","0",0,94,32.11,104,17.33,124,6.83,8,3.13,3,"0"
"964",103,"0","1",24,85,19.01,102,20.37,81,12.07,4,1.86,1,"0"
"965",84,"0","1",33,106,27.05,101,12.73,108,9.6,9,3.51,1,"0"
"966",92,"0","0",0,105,36.11,118,19.09,105,9.96,4,2.43,1,"0"
"967",77,"0","0",0,112,24.19,111,26.04,82,8.84,1,2.67,1,"0"
"968",64,"1","0",0,55,46.043,79,21.21,102,12.39,9,3.59,1,"1"
"969",159,"0","1",15,102,19.36,146,12.35,137,8.78,9,3.19,1,"0"
"970",110,"1","1",27,103,45.54,74,22.38,106,8.01,2,2.24,1,"1"
"971",138,"0","0",0,117,29.14,128,9.79,115,10.1,4,4.59,3,"0"
"972",178,"0","0",0,150,46.82,62,15.94,126,6.62,3,3.67,1,"0"
"973",38,"0","1",31,118,33.52,70,21.24,104,13.45,2,1.05,0,"0"
"974",50,"0","1",35,97,32.74,101,11.49,101,9.73,2,2.13,2,"0"
"975",45,"0","1",26,104,15.59,119,12.8,103,5.31,5,2.08,1,"0"
"976",70,"0","0",0,99,21.47,106,12.04,96,11.52,2,2.59,0,"0"
"977",147,"0","1",33,107,42.76,110,19.9,87,9.6,6,2.81,3,"0"
"978",94,"0","0",0,108,32.4,95,12.95,97,6.51,5,2.03,1,"0"
"979",179,"0","0",0,101,19.74,99,17.15,103,8.19,5,3.13,0,"0"
"980",116,"0","0",0,91,36.94,95,18.37,76,6.66,3,3.05,2,"0"
"981",59,"0","0",0,80,30.5,99,19.76,105,7.91,3,3.97,0,"0"
"982",165,"0","0",0,109,35.31,94,14.01,91,5.31,3,2.13,0,"0"
"983",133,"0","0",0,138,47.14,117,19.41,103,5.28,4,3.46,2,"1"
"984",140,"0","0",0,84,21.3,121,14.25,94,11.73,4,2.27,1,"0"
"985",93,"0","1",32,91,23.48,72,14.22,115,10.75,3,1.84,2,"0"
"986",52,"0","1",38,88,28.78,97,19.2,86,7.74,3,2.21,0,"0"
"987",64,"0","1",27,101,34.22,89,12.22,127,6.76,3,3.32,1,"0"
"988",12,"1","0",0,117,36.84,126,9.9,110,9.9,4,2.65,2,"0"
"989",48,"0","0",0,92,32.37,85,26.99,113,6,4,2.24,2,"0"
"990",181,"0","0",0,91,24.36,58,16.62,95,10.05,7,1.62,1,"0"
"991",168,"0","1",42,57,16.56,98,17.31,124,7.83,2,3.08,2,"0"
"992",155,"0","0",0,111,30.84,92,14.25,122,7.58,3,3.05,3,"0"
"993",105,"0","0",0,83,41.89,101,21.78,151,7.61,4,1.03,0,"0"
"994",11,"0","0",0,130,24.38,50,24.6,100,8.73,6,2.62,2,"0"
"995",182,"0","0",0,111,17.83,120,16.87,91,11.62,5,2.16,2,"0"
"996",104,"0","0",0,93,26.55,54,16.41,94,10.02,5,3.54,1,"0"
"997",102,"0","0",0,125,19.52,126,6.96,101,13.69,4,3.24,0,"0"
"998",122,"0","0",0,96,39.53,120,17.47,91,9.62,2,3.21,0,"0"
"999",41,"0","0",0,117,24.41,108,12.95,110,8.75,3,2.32,1,"0"
"1000",132,"0","0",0,132,30.04,80,20.75,120,7.93,4,2.46,2,"0"
"1001",76,"0","0",0,148,44.78,69,19.58,101,7.68,5,3.08,1,"1"
"1002",13,"0","0",0,74,24.89,92,12.62,96,9.75,3,3.05,1,"0"
"1003",115,"0","1",33,72,24.65,133,16.53,138,10.9,3,3.83,2,"0"
"1004",67,"0","0",0,91,28.53,69,14.25,71,4.96,9,2.27,1,"0"
"1005",154,"0","0",0,99,28.37,97,13.17,89,8.52,5,1.94,0,"0"
"1006",100,"0","0",0,87,24.23,88,16.63,117,5.49,8,2.11,2,"0"
"1007",146,"1","0",0,65,22.61,93,22.34,128,9.64,3,3.02,1,"0"
"1008",148,"0","1",11,129,42.99,88,24.17,99,11.83,1,3.32,1,"0"
"1009",67,"0","1",28,94,16.15,73,24.75,114,7.18,2,2.7,2,"0"
"1010",161,"1","0",0,106,33.01,105,21.2,129,11.47,1,3.48,1,"1"
"1011",70,"0","0",0,114,37.88,113,18.35,122,10.06,0,1.54,1,"0"
"1012",116,"0","0",0,82,34.31,95,19.68,130,10.17,5,4.46,0,"0"
"1013",99,"0","1",42,125,36.72,104,19.75,100,9.7,4,2.51,2,"1"
"1014",87,"0","0",0,108,24.87,102,14.6,66,7.54,9,1.43,1,"0"
"1015",87,"0","0",0,85,39.92,91,11.98,93,9.19,5,2.57,1,"0"
"1016",70,"0","0",0,111,33.76,115,18.18,105,7.7,6,2.86,2,"0"
"1017",131,"0","0",0,80,16.05,101,18.28,108,8.09,9,3.54,2,"0"
"1018",119,"0","0",0,74,32.37,113,18.33,111,7.25,1,2.7,2,"0"
"1019",119,"0","1",32,77,24.24,126,17.7,102,7.69,2,3.24,3,"0"
"1020",87,"1","0",0,80,22.81,71,14.03,102,7.79,5,2.89,0,"0"
"1021",112,"0","0",0,92,19.02,143,9.69,79,6.61,3,3.81,4,"1"
"1022",75,"0","0",0,89,20.88,104,17.96,91,11.76,2,2.89,2,"0"
"1023",150,"0","0",0,77,32.18,105,18.78,117,10.74,5,2.48,4,"0"
"1024",161,"0","1",38,112,40.87,102,17.15,112,9.27,6,4.35,0,"0"
"1025",91,"1","1",24,112,15.9,128,15.59,133,10.83,3,2.67,0,"0"
"1026",124,"0","0",0,104,26.96,77,17.95,104,8.07,8,2.75,3,"0"
"1027",94,"1","0",0,109,41.34,88,12.5,99,4.27,4,1.94,4,"0"
"1028",167,"0","0",0,115,29.99,128,13.5,107,13.8,3,2.51,4,"0"
"1029",158,"0","0",0,129,37.55,108,20.59,75,10.5,5,1.73,0,"0"
"1030",102,"0","0",0,87,24.55,128,22.65,59,9.79,7,1.92,0,"0"
"1031",85,"0","0",0,107,36.09,103,19.41,116,7.35,3,2.08,0,"0"
"1032",79,"0","0",0,72,24.99,102,14.08,107,10.94,9,2.27,1,"0"
"1033",139,"0","1",25,112,16.35,70,15.21,84,8.19,10,3.48,2,"0"
"1034",103,"0","0",0,118,44.78,69,15.22,112,9.66,2,2.78,0,"0"
"1035",98,"1","0",0,67,15.264,90,21.81,88,7.62,9,2.08,1,"0"
"1036",78,"0","0",0,116,27.59,86,16.35,100,10.83,3,2.73,2,"0"
"1037",50,"0","0",0,107,31.21,118,10.097,99,9.12,3,2.35,1,"0"
"1038",161,"0","0",0,109,30.28,86,12.45,78,6.19,2,2.3,1,"0"
"1039",67,"0","0",0,101,34.24,122,8.3,119,9.11,3,1.89,0,"0"
"1040",86,"0","1",38,133,20.91,119,11.38,103,6.22,4,3.59,1,"0"
"1041",92,"0","0",0,125,35.36,76,16.91,97,3.44,6,2.32,0,"0"
"1042",174,"0","0",0,72,40.66,124,16.02,116,4.75,3,2.38,1,"0"
"1043",124,"0","0",0,97,32.81,99,7.63,104,7.78,3,4.13,1,"0"
"1044",132,"0","1",31,101,29.67,105,20.88,76,7.78,9,2.78,1,"0"
"1045",190,"0","1",26,71,19.84,88,12.4,103,7.88,3,2.67,1,"0"
"1046",101,"0","0",0,127,15.95,104,12.75,116,10.85,2,2.89,1,"0"
"1047",185,"1","1",30,114,26.2,106,10.09,105,11.63,3,3.48,2,"0"
"1048",68,"0","1",29,82,40.72,105,17.32,70,7.55,6,2.67,0,"0"
"1049",117,"0","1",25,140,36.72,69,19.05,112,12.06,4,3.19,0,"0"
"1050",118,"0","0",0,97,31.86,89,15.11,97,10.5,6,3.29,1,"0"
"1051",124,"0","0",0,119,28.46,143,19.82,115,4.93,5,2.78,0,"0"
"1052",22,"0","0",0,108,27.27,88,18.54,115,8.68,4,3.38,1,"0"
"1053",75,"0","0",0,92,24.34,142,17.77,96,7.79,9,3.21,1,"0"
"1054",134,"0","0",0,122,34.9,133,20.44,107,8.06,9,1.35,1,"0"
"1055",164,"0","1",25,88,37.25,99,12.88,60,5.31,6,3.86,1,"0"
"1056",44,"0","0",0,77,24.34,114,14.43,77,9.71,4,2.05,1,"0"
"1057",177,"0","0",0,106,39.58,97,14.89,77,9.55,7,3.38,2,"0"
"1058",110,"0","0",0,81,27.54,89,21.04,99,7,8,2.4,0,"0"
"1059",53,"0","1",27,119,15.264,96,17.55,64,10.26,7,1.76,1,"0"
"1060",108,"0","0",0,123,26.21,86,9.55,75,11.09,4,4.16,4,"1"
"1061",80,"0","0",0,113,54.79,95,18.87,123,7.33,8,1.81,0,"1"
"1062",158,"0","0",0,112,35.68,82,18.81,93,9.45,3,2.21,1,"0"
"1063",114,"0","0",0,88,32.56,78,14.89,118,9.91,0,1.54,0,"0"
"1064",64,"0","1",19,150,49.49,123,19.27,67,9.86,2,2.03,1,"0"
"1065",88,"0","0",0,115,36.65,85,18.38,65,7.71,1,3.19,3,"0"
"1066",82,"1","0",0,101,35.5,87,18.16,86,7.88,6,3.35,3,"0"
"1067",111,"0","0",0,97,43.5,129,17.35,84,7.71,5,3.32,3,"0"
"1068",60,"0","0",0,97,42.96,121,18.79,100,4.95,4,3.35,2,"0"
"1069",113,"0","0",0,72,22.46,107,21.04,123,11.08,6,1.86,3,"0"
"1070",109,"0","0",0,115,36.89,142,17.6,106,12.06,4,2.21,1,"0"
"1071",105,"0","1",42,79,17.32,97,18.96,77,10.87,2,3.48,0,"0"
"1072",85,"0","0",0,100,35.96,88,15.69,131,7.39,4,3.59,2,"0"
"1073",131,"0","0",0,86,26.08,81,16.87,83,7.4,3,2.81,0,"0"
"1074",59,"0","0",0,95,28.27,87,20.34,108,5.54,3,2.7,2,"0"
"1075",148,"0","0",0,87,31.48,96,14.48,104,7.43,9,2.57,1,"0"
"1076",167,"0","0",0,121,17.78,71,12.71,67,11.48,8,1.76,2,"0"
"1077",115,"0","0",0,105,41.68,109,13.52,74,10.35,8,1.94,0,"0"
"1078",106,"0","0",0,120,46.65,82,16.88,62,7.24,3,1.62,1,"0"
"1079",93,"0","0",0,78,16.73,129,21.22,114,11.17,4,3.83,1,"0"
"1080",57,"0","1",29,121,47.58,109,18.96,94,11.33,2,3.51,1,"0"
"1081",98,"0","0",0,127,31.82,88,16.63,129,8.18,4,1.38,1,"0"
"1082",157,"0","0",0,95,46.95,119,14.09,79,6.82,4,1.54,3,"0"
"1083",116,"0","1",35,104,34.07,89,23.19,100,9.65,4,2.24,1,"0"
"1084",30,"0","0",0,96,27.59,122,20.74,89,8.1,4,2.46,2,"0"
"1085",111,"0","0",0,128,30.07,56,8.74,84,9.62,2,2.84,4,"1"
"1086",52,"0","0",0,78,28.14,89,17.47,124,9.61,6,3.29,0,"0"
"1087",72,"0","0",0,93,37.03,113,16.12,91,8.22,5,2.81,4,"0"
"1088",135,"0","1",28,100,34.24,117,20.95,131,6.97,4,3.48,2,"1"
"1089",86,"0","0",0,115,32.39,130,15.27,89,11.63,5,2.73,3,"0"
"1090",98,"0","1",29,97,30.58,89,16.08,76,7.39,7,3.46,3,"0"
"1091",151,"0","0",0,104,40.1,91,6.85,116,9.58,2,1.57,3,"0"
"1092",118,"0","0",0,112,23.87,60,15.9,132,9.36,1,2.13,0,"0"
"1093",117,"0","0",0,115,24.58,66,22,113,11.39,9,2,2,"0"
"1094",55,"0","0",0,100,32.13,99,10.07,87,11.16,6,4.62,0,"0"
"1095",82,"0","0",0,93,17.17,104,13.23,93,13.7,2,3.59,0,"0"
"1096",152,"0","0",0,98,35.07,82,24.89,121,5.31,4,2.86,1,"0"
"1097",108,"0","1",15,85,28.07,93,22.7,114,11.28,4,2.94,1,"0"
"1098",98,"0","0",0,129,28.05,113,17.22,94,7.75,7,3.38,1,"1"
"1099",130,"0","0",0,95,26.5,97,21.77,103,11.83,3,3.16,3,"0"
"1100",136,"1","0",0,122,33.86,114,18.25,105,6.79,7,3.19,1,"0"
"1101",47,"0","0",0,116,26.4,85,16,73,11.12,4,3.32,3,"0"
"1102",189,"0","0",0,106,35.41,123,20.12,120,8.06,5,3.05,3,"0"
"1103",107,"0","0",0,79,26.71,124,13.82,138,6.75,6,3.27,1,"0"
"1104",91,"0","0",0,133,26.25,121,14.31,81,10.8,4,3.16,4,"1"
"1105",159,"0","0",0,105,32.15,147,20.92,106,10.89,5,2.81,1,"1"
"1106",11,"0","1",24,98,22.36,111,19.57,87,12.77,3,2.7,2,"0"
"1107",167,"0","0",0,85,28.29,135,20.67,95,10.31,5,2.67,1,"0"
"1108",111,"0","0",0,75,24.19,106,10.44,94,10.33,9,3.46,2,"0"
"1109",99,"0","1",19,103,14.91,86,18.96,112,8.2,4,1.97,2,"0"
"1110",159,"0","1",19,78,31.3,71,16.53,101,10.15,3,4.56,0,"0"
"1111",114,"1","1",31,104,29.67,92,19.06,91,5.23,10,3.32,2,"0"
"1112",71,"0","0",0,103,17.56,79,11.77,98,7.42,2,2.43,2,"0"
"1113",122,"0","0",0,62,5.97,89,15.37,58,11.32,2,3.43,1,"0"
"1114",100,"0","1",25,94,41.92,112,12.02,109,8.54,5,3.51,1,"0"
"1115",83,"0","1",37,109,13.35,101,17.89,102,8.09,4,3.19,1,"0"
"1116",64,"0","0",0,73,25.18,101,14.02,125,9.72,2,3.32,4,"1"
"1117",105,"0","0",0,84,35.05,138,21.79,91,5.27,3,2.43,1,"0"
"1118",144,"0","1",33,87,42.77,118,16.8,97,9.41,3,3.29,2,"0"
"1119",106,"1","1",26,111,45.95,90,18.29,133,11.43,7,3.89,1,"1"
"1120",19,"0","1",34,97,26.62,97,19.06,135,11.74,1,3.05,1,"0"
"1121",46,"0","0",0,81,23.7,113,19.01,77,7.79,6,3.67,1,"0"
"1122",127,"0","0",0,108,37.43,124,16.01,113,7.77,3,3.16,2,"0"
"1123",9,"0","1",39,108,36.4,115,14.38,117,8.54,3,2.73,1,"0"
"1124",157,"0","0",0,74,33.32,96,18.14,81,8.86,6,2.13,1,"0"
"1125",105,"0","0",0,71,18.09,83,20.41,114,6.65,4,1.43,4,"1"
"1126",105,"0","1",29,113,30.5,100,23.41,105,11.07,5,2.7,0,"0"
"1127",155,"0","0",0,67,36.84,125,12.27,106,6.09,1,2.92,2,"0"
"1128",31,"0","0",0,129,30.14,105,12.99,92,7.33,2,1.38,0,"0"
"1129",161,"0","0",0,117,25.77,87,18.65,68,10.11,5,1.08,1,"0"
"1130",95,"0","1",32,123,44.57,82,14.04,57,8.74,5,2.86,0,"0"
"1131",122,"0","0",0,110,29.51,84,7.79,103,9.53,7,2.62,3,"0"
"1132",37,"1","0",0,76,18.12,89,12.53,113,10.61,8,2.59,2,"0"
"1133",132,"0","0",0,106,32.86,94,10.91,119,7.29,4,3.13,4,"1"
"1134",119,"0","1",24,94,36.92,52,11.79,85,6.27,4,3.05,0,"0"
"1135",16,"0","0",0,89,35.62,85,14.69,102,4.23,4,2.38,1,"0"
"1136",99,"0","0",0,105,16.22,101,17.61,117,6.12,5,1.51,1,"0"
"1137",76,"0","1",26,110,36.48,87,17.44,140,6.06,2,2.19,1,"0"
"1138",167,"0","0",0,120,22.37,96,17.96,97,7.57,4,3,4,"1"
"1139",129,"0","0",0,117,28.63,129,18.45,100,3.67,7,3.19,1,"0"
"1140",116,"0","0",0,123,24.89,113,15.01,102,9.57,5,2.11,1,"0"
"1141",60,"1","0",0,110,31.11,93,17.57,119,9.17,6,3,1,"0"
"1142",128,"0","0",0,122,17.56,123,20.9,95,7.25,7,1.73,0,"0"
"1143",47,"0","1",28,70,19.07,106,13.16,105,7.5,2,2.86,0,"0"
"1144",40,"1","0",0,55,29.02,108,15.22,89,12.69,9,2.21,3,"0"
"1145",173,"0","0",0,78,29.33,91,12.12,63,4.59,2,2.94,0,"0"
"1146",157,"0","1",30,107,33.03,108,20.67,114,14.5,5,1.92,1,"0"
"1147",66,"0","1",32,117,31.93,90,11.03,113,5.95,3,3.24,2,"0"
"1148",50,"1","1",26,94,52.21,78,24.6,109,7.87,3,2.16,0,"0"
"1149",72,"0","0",0,106,20.09,136,14.21,106,9.64,3,3.29,3,"0"
"1150",130,"0","0",0,95,26.18,106,17.5,75,10.52,1,3.48,1,"0"
"1151",143,"0","0",0,101,26.44,89,18.14,61,10.71,9,2.05,1,"0"
"1152",89,"1","0",0,108,21.35,90,18.11,108,8.18,5,1.46,1,"0"
"1153",108,"0","0",0,104,33.88,92,19.06,57,6.3,2,4.1,0,"0"
"1154",32,"0","0",0,88,26.84,132,15.37,102,5.96,3,3.46,1,"0"
"1155",166,"0","0",0,81,34.58,110,14.25,124,5.94,5,2.48,2,"0"
"1156",109,"0","0",0,113,37.77,122,18.57,88,11.97,5,2.94,1,"0"
"1157",72,"0","1",39,98,15.78,115,23.05,83,7.52,7,1.57,1,"0"
"1158",134,"0","1",32,78,36.86,111,8.69,83,7.83,2,2.32,0,"0"
"1159",13,"0","0",0,89,32.84,90,16.52,104,8.39,2,2.62,4,"0"
"1160",90,"0","0",0,108,19.24,63,16.09,124,12.23,4,3.81,3,"0"
"1161",111,"0","1",36,54,28.25,109,20.3,92,4.9,2,3.02,3,"0"
"1162",101,"0","1",23,101,44.57,80,13.35,100,5.81,9,1.97,1,"0"
"1163",72,"0","0",0,92,35.33,110,16.63,124,8.32,4,3.54,0,"0"
"1164",67,"0","1",35,89,41.72,102,12.6,136,12.33,6,2.03,1,"0"
"1165",172,"0","0",0,108,48.81,125,15.16,98,6.89,2,3.89,3,"1"
"1166",154,"0","1",32,82,32.69,134,14.05,74,9.23,1,2.43,2,"0"
"1167",69,"0","0",0,122,33.01,81,20.58,80,9.71,3,2.62,2,"0"
"1168",123,"0","0",0,92,35.87,102,18.45,104,9.67,7,2.65,3,"0"
"1169",130,"0","1",12,92,24.12,102,19.46,101,8.78,5,2.35,0,"0"
"1170",142,"0","1",26,94,37.49,126,20.36,109,11.44,9,1.59,2,"0"
"1171",29,"0","0",0,122,26.76,75,12.33,92,12.68,2,2.51,1,"0"
"1172",87,"0","1",28,106,24.4,147,19,69,7.89,5,3.02,0,"0"
"1173",149,"0","0",0,56,26.52,116,10.097,104,7.35,8,2.4,0,"0"
"1174",146,"1","0",0,63,27.22,112,17.71,98,7.99,3,2.48,2,"0"
"1175",88,"1","0",0,98,39.97,79,21.4,76,12.87,2,1.94,4,"1"
"1176",119,"1","1",15,95,27.2,110,17.81,107,3.7,5,2.35,4,"1"
"1177",48,"0","0",0,63,32.03,89,14.1,71,9.26,2,3.56,1,"0"
"1178",135,"0","0",0,97,33.12,118,20,126,7.85,3,2.97,1,"0"
"1179",100,"0","0",0,117,42.13,95,11.05,125,6.04,2,1.86,1,"0"
"1180",98,"0","0",0,80,37.6,104,18.16,89,13.13,3,3.21,4,"0"
"1181",75,"0","1",26,86,20.15,118,18.18,99,5.97,3,3.62,2,"0"
"1182",180,"0","1",33,78,39.41,79,19.8,121,9.31,4,2.05,1,"0"
"1183",100,"0","1",25,90,36.7,92,21.92,132,8.11,4,3.13,1,"0"
"1184",119,"0","1",35,92,36.91,134,18.77,93,11.23,5,2.16,2,"0"
"1185",86,"0","0",0,96,14.2,63,18.79,75,12.733,3,3.4,0,"0"
"1186",155,"0","1",39,106,31.16,101,17.43,90,11.87,7,1.38,1,"0"
"1187",78,"1","0",0,141,40.26,101,22.55,77,6.86,2,2.57,1,"1"
"1188",153,"0","0",0,90,32.95,121,16.6,108,8.22,3,2.3,1,"0"
"1189",92,"0","1",25,112,22.78,111,17.51,118,8.13,4,2.62,0,"0"
"1190",13,"0","1",25,65,30.02,96,14.68,128,4.7,5,3.05,2,"0"
