"","account_length","international_plan","voice_mail_plan","number.vmail.messages","total_day_calls","total_day_charge","total_eve_calls","total_eve_charge","total_night_calls","total_night_charge","total_intl_calls","total_intl_charge","customer_service_calls","churn"
"906",161,"no","no",0,113,32.62,87,6.03,107,9.22,4,3.62,4,"TRUE"
"907",73,"no","no",0,95,36.21,104,16.05,89,6.13,3,3.65,0,"FALSE"
"908",118,"no","yes",24,83,20.08,72,9.32,73,11.05,2,4.56,1,"FALSE"
"909",23,"no","no",0,89,32.33,108,14.14,73,9.89,4,4.05,6,"FALSE"
"910",127,"no","yes",25,95,13.97,109,13.88,104,11.92,6,1.38,0,"FALSE"
"911",42,"no","yes",32,80,27.85,123,15.11,106,8.57,5,2.19,0,"FALSE"
"912",118,"no","no",0,145,45.53,121,26.89,91,9.39,11,3.89,5,"TRUE"
"913",45,"no","no",0,91,27.17,86,10.23,93,7.34,3,2.86,2,"FALSE"
"914",50,"no","yes",24,129,36.43,55,24.63,130,14.06,4,2.86,1,"FALSE"
"915",179,"no","no",0,123,48.84,114,24.48,112,11.97,4,2.84,0,"TRUE"
"916",152,"no","no",0,122,17.2,87,12.04,124,8.93,3,2.03,2,"FALSE"
"917",105,"no","no",0,74,17.48,125,23.94,113,10.26,5,3.56,2,"FALSE"
"918",72,"no","no",0,97,18.55,96,9.83,84,13.31,6,2.24,0,"FALSE"
"919",52,"no","no",0,67,36.7,108,18.45,130,15.43,2,1.4,1,"FALSE"
"920",125,"no","no",0,110,34.58,97,10.94,113,8.57,4,2.97,1,"FALSE"
"921",143,"no","no",0,113,18.72,59,14.37,94,7.5,2,2.48,1,"FALSE"
"922",65,"no","no",0,51,18.87,84,18.68,89,9.09,14,1.19,1,"FALSE"
"923",80,"no","no",0,121,40.78,51,12.1,106,16.39,5,2.51,1,"FALSE"
"924",1,"no","no",0,107,24.62,66,9.56,79,9.84,3,3.73,1,"FALSE"
"925",60,"no","no",0,134,23.02,85,17.5,103,9.18,4,2.13,1,"FALSE"
"926",43,"no","no",0,134,14.31,103,6.87,79,8.82,2,2.92,1,"FALSE"
"927",143,"no","no",0,127,35.55,80,9.02,90,8.08,6,3.78,0,"FALSE"
"928",81,"no","yes",24,117,22.12,61,16.66,123,6.27,5,3.08,0,"FALSE"
"929",205,"no","yes",24,139,29.89,98,13.18,64,8.13,5,2.11,2,"FALSE"
"930",24,"no","no",0,104,41.12,112,12.34,105,9.65,5,1.78,1,"FALSE"
"931",74,"no","no",0,106,23.24,105,19.43,114,11.94,4,2.65,0,"FALSE"
"932",77,"no","no",0,68,11.51,86,16.63,137,10.64,2,3.24,1,"FALSE"
"933",74,"no","no",0,87,34.07,105,26.28,118,6.84,2,2.7,1,"FALSE"
"934",74,"yes","no",0,103,21.39,96,17.65,143,9.33,4,3.81,1,"TRUE"
"935",200,"no","no",0,87,21.79,105,11.32,123,7.99,2,3.02,1,"FALSE"
"936",86,"no","no",0,88,38.47,107,18.96,92,11.5,3,3.51,4,"FALSE"
"937",91,"no","yes",37,107,27.59,115,19.88,94,12.48,4,2.48,0,"FALSE"
"938",76,"no","no",0,121,38.15,97,12.57,74,8.27,2,1.81,2,"FALSE"
"939",130,"no","no",0,127,20.49,52,16.12,107,12.15,2,3.86,1,"FALSE"
"940",56,"no","no",0,90,15.49,115,15.24,89,13.53,8,3.21,2,"FALSE"
"941",117,"no","no",0,137,28.7,107,20.52,106,9.22,4,4.19,0,"FALSE"
"942",63,"no","no",0,81,26.1,115,24.42,85,10.36,5,1.76,2,"FALSE"
"943",126,"no","no",0,88,38.45,114,11.93,110,9.4,2,1.73,0,"FALSE"
"944",132,"no","no",0,107,32.62,127,17.59,88,12.24,2,3.4,1,"FALSE"
"945",81,"no","yes",28,147,28.54,105,16.21,103,8.69,6,2.48,4,"TRUE"
"946",122,"no","no",0,88,30.6,77,12.33,120,10.52,6,3.11,2,"FALSE"
"947",46,"no","no",0,67,43.76,91,22.19,107,9.2,5,3.62,2,"TRUE"
"948",150,"no","yes",28,75,29.65,80,14.44,130,9.07,4,2.97,1,"FALSE"
"949",99,"no","no",0,83,27.15,121,13.21,114,11.51,3,2.27,1,"FALSE"
"950",87,"no","no",0,124,40.32,87,18.92,81,7.8,3,2.97,1,"FALSE"
"951",108,"no","no",0,129,17.51,103,20.6,89,7.66,3,2.13,1,"FALSE"
"952",101,"no","no",0,89,26.15,89,19.89,77,8.83,2,3.13,4,"FALSE"
"953",53,"no","no",0,86,34.87,95,13.64,142,6.73,2,2.89,3,"FALSE"
"954",132,"no","yes",39,93,29.87,94,15.91,118,10.15,3,2.32,2,"FALSE"
"955",158,"no","no",0,123,26.5,112,19.06,116,9.95,8,2.32,2,"FALSE"
"956",114,"no","yes",34,109,26.25,142,18.82,103,9.38,5,2.78,0,"FALSE"
"957",77,"no","yes",23,73,35.65,63,15.61,111,9.25,3,1.92,2,"FALSE"
"958",144,"yes","no",0,69,25.5,73,24.3,121,8.58,15,2.54,0,"FALSE"
"959",91,"no","yes",23,97,39.51,88,15.81,128,8.57,3,3.32,3,"FALSE"
"960",58,"no","no",0,100,28.12,87,9.83,118,8.72,5,3.46,2,"FALSE"
"961",5,"no","no",0,106,33.86,12,15.92,85,9.63,3,3.59,3,"FALSE"
"962",97,"no","no",0,81,36.99,51,27.24,110,6.78,3,1.13,0,"FALSE"
"963",107,"no","no",0,95,36.06,88,12.76,111,9.89,2,2.08,3,"FALSE"
"964",142,"no","yes",30,75,26.18,97,14.09,83,12.15,5,2.92,1,"FALSE"
"965",9,"no","yes",31,130,32.95,98,17.22,102,8.6,2,3.59,1,"FALSE"
"966",73,"no","no",0,130,29.82,105,21.09,85,5.51,4,3.29,0,"FALSE"
"967",48,"no","yes",22,63,25.84,131,22,109,11.84,5,4.24,2,"TRUE"
"968",43,"no","no",0,147,39.13,121,15.87,100,5.78,3,2.48,0,"FALSE"
"969",122,"no","yes",33,103,29.73,105,21.1,116,7.41,3,3.65,1,"TRUE"
"970",93,"no","no",0,68,32.33,64,22.29,92,5.85,4,2.38,0,"FALSE"
"971",85,"no","no",0,122,29.99,123,19.12,50,9.88,1,3.11,1,"FALSE"
"972",59,"no","no",0,95,27.35,65,21.35,97,12.3,5,1.35,3,"FALSE"
"973",87,"no","no",0,90,38.88,99,13.86,90,6.93,3,3.19,1,"FALSE"
"974",137,"no","no",0,90,24.48,100,15.44,93,5.76,2,3.32,0,"FALSE"
"975",21,"no","yes",31,90,23.1,84,23.04,89,8.06,7,2.57,6,"FALSE"
"976",129,"no","no",0,118,56.83,104,16.33,83,8.59,6,2.81,0,"TRUE"
"977",104,"no","no",0,77,22.19,117,11.15,63,11.91,6,3.51,0,"FALSE"
"978",93,"no","yes",21,105,22.81,128,13.81,90,8.4,2,3.19,4,"TRUE"
"979",63,"no","no",0,102,47.26,114,22.64,118,10.08,4,3.54,4,"TRUE"
"980",161,"no","no",0,70,17.92,122,18.26,126,10.06,5,2.11,0,"FALSE"
"981",50,"no","no",0,94,32.11,104,17.33,124,6.83,8,3.13,3,"FALSE"
"982",103,"no","yes",24,85,19.01,102,20.37,81,12.07,4,1.86,1,"FALSE"
"983",84,"no","yes",33,106,27.05,101,12.73,108,9.6,18,3.51,1,"FALSE"
"984",92,"no","no",0,105,36.11,118,19.09,105,9.96,4,2.43,1,"FALSE"
"985",77,"no","no",0,112,24.19,111,26.04,82,8.84,1,2.67,1,"FALSE"
"986",64,"yes","no",0,55,58.96,79,21.21,102,12.39,9,3.59,1,"TRUE"
"987",159,"no","yes",15,102,19.36,146,12.35,137,8.78,9,3.19,1,"FALSE"
"988",110,"yes","yes",27,103,45.54,74,22.38,106,8.01,2,2.24,1,"TRUE"
"989",138,"no","no",0,117,29.14,128,9.79,115,10.1,4,4.59,3,"FALSE"
"990",178,"no","no",0,150,46.82,62,15.94,126,6.62,3,3.67,1,"FALSE"
"991",38,"no","yes",31,118,33.52,70,21.24,104,13.45,2,1.05,0,"FALSE"
"992",50,"no","yes",35,97,32.74,101,11.49,101,9.73,2,2.13,2,"FALSE"
"993",45,"no","yes",26,104,15.59,119,12.8,103,2.85,5,2.08,1,"FALSE"
"994",70,"no","no",0,99,21.47,106,12.04,96,11.52,2,2.59,0,"FALSE"
"995",147,"no","yes",33,107,42.76,110,19.9,87,9.6,6,2.81,3,"FALSE"
"996",94,"no","no",0,108,32.4,95,12.95,97,6.51,5,2.03,1,"FALSE"
"997",179,"no","no",0,101,19.74,99,17.15,103,8.19,5,3.13,0,"FALSE"
"998",116,"no","no",0,91,36.94,95,18.37,76,6.66,3,3.05,2,"FALSE"
"999",59,"no","no",0,80,30.5,99,19.76,105,7.91,3,3.97,0,"FALSE"
"1000",165,"no","no",0,109,35.31,94,14.01,91,2.45,3,2.13,0,"FALSE"
"1001",133,"no","no",0,138,47.14,117,19.41,103,5.28,4,3.46,2,"TRUE"
"1002",140,"no","no",0,84,21.3,121,14.25,94,11.73,4,2.27,1,"FALSE"
"1003",93,"no","yes",32,91,23.48,72,14.22,115,10.75,3,1.84,2,"FALSE"
"1004",52,"no","yes",38,88,28.78,97,19.2,86,7.74,3,2.21,0,"FALSE"
"1005",64,"no","yes",27,101,34.22,89,12.22,127,6.76,3,3.32,1,"FALSE"
"1006",12,"yes","no",0,117,36.84,126,9.9,110,9.9,4,2.65,2,"FALSE"
"1007",48,"no","no",0,92,32.37,85,26.99,113,6,4,2.24,2,"FALSE"
"1008",181,"no","no",0,91,24.36,58,16.62,95,10.05,7,1.62,1,"FALSE"
"1009",168,"no","yes",42,57,16.56,98,17.31,124,7.83,2,3.08,2,"FALSE"
"1010",155,"no","no",0,111,30.84,92,14.25,122,7.58,3,3.05,3,"FALSE"
"1011",105,"no","no",0,83,41.89,101,21.78,151,7.61,4,1.03,0,"FALSE"
"1012",11,"no","no",0,130,24.38,50,24.6,100,8.73,6,2.62,2,"FALSE"
"1013",182,"no","no",0,111,17.83,120,16.87,91,11.62,5,2.16,2,"FALSE"
"1014",104,"no","no",0,93,26.55,54,16.41,94,10.02,5,3.54,1,"FALSE"
"1015",102,"no","no",0,125,19.52,126,6.96,101,13.69,4,3.24,0,"FALSE"
"1016",122,"no","no",0,96,39.53,120,17.47,91,9.62,2,3.21,0,"FALSE"
"1017",41,"no","no",0,117,24.41,108,12.95,110,8.75,3,2.32,1,"FALSE"
"1018",132,"no","no",0,132,30.04,80,20.75,120,7.93,4,2.46,2,"FALSE"
"1019",76,"no","no",0,148,44.78,69,19.58,101,7.68,5,3.08,1,"TRUE"
"1020",13,"no","no",0,74,24.89,92,12.62,96,9.75,3,3.05,1,"FALSE"
"1021",115,"no","yes",33,72,24.65,157,16.53,138,10.9,3,3.83,2,"FALSE"
"1022",67,"no","no",0,91,28.53,69,14.25,71,4.96,12,2.27,1,"FALSE"
"1023",154,"no","no",0,99,28.37,97,13.17,89,8.52,5,1.94,0,"FALSE"
"1024",100,"no","no",0,87,24.23,88,16.63,117,5.49,8,2.11,2,"FALSE"
"1025",146,"yes","no",0,65,22.61,93,22.34,128,9.64,3,3.02,1,"FALSE"
"1026",148,"no","yes",11,129,42.99,88,24.17,99,11.83,1,3.32,1,"FALSE"
"1027",67,"no","yes",28,94,16.15,73,24.75,114,7.18,2,2.7,2,"FALSE"
"1028",161,"yes","no",0,106,33.01,105,21.2,129,11.47,1,3.48,1,"TRUE"
"1029",70,"no","no",0,114,37.88,113,18.35,122,10.06,0,0,1,"FALSE"
"1030",116,"no","no",0,82,34.31,95,19.68,130,10.17,5,4.46,0,"FALSE"
"1031",99,"no","yes",42,125,36.72,104,19.75,100,9.7,4,2.51,2,"TRUE"
"1032",87,"no","no",0,108,24.87,102,14.6,66,7.54,9,1.43,1,"FALSE"
"1033",87,"no","no",0,85,39.92,91,11.98,93,9.19,5,2.57,1,"FALSE"
"1034",70,"no","no",0,111,33.76,115,18.18,105,7.7,6,2.86,2,"FALSE"
"1035",131,"no","no",0,80,16.05,101,18.28,108,8.09,9,3.54,2,"FALSE"
"1036",119,"no","no",0,74,32.37,113,18.33,111,7.25,1,2.7,2,"FALSE"
"1037",119,"no","yes",32,77,24.24,126,17.7,102,7.69,2,3.24,3,"FALSE"
"1038",87,"yes","no",0,80,22.81,71,14.03,102,7.79,5,2.89,0,"FALSE"
"1039",112,"no","no",0,92,19.02,143,9.69,79,6.61,3,3.81,5,"TRUE"
"1040",75,"no","no",0,89,20.88,104,17.96,91,11.76,2,2.89,2,"FALSE"
"1041",150,"no","no",0,77,32.18,105,18.78,117,10.74,5,2.48,4,"FALSE"
"1042",161,"no","yes",38,112,40.87,102,17.15,112,9.27,6,4.35,0,"FALSE"
"1043",91,"yes","yes",24,112,15.9,128,15.59,133,10.83,3,2.67,0,"FALSE"
"1044",124,"no","no",0,104,26.96,77,17.95,104,8.07,8,2.75,3,"FALSE"
"1045",94,"yes","no",0,109,41.34,88,12.5,99,4.27,4,1.94,4,"FALSE"
"1046",217,"no","no",0,115,29.99,128,13.5,107,13.8,3,2.51,4,"FALSE"
"1047",158,"no","no",0,129,37.55,108,20.59,75,10.5,5,1.73,0,"FALSE"
"1048",102,"no","no",0,87,24.55,128,22.65,59,9.79,7,1.92,0,"FALSE"
"1049",85,"no","no",0,107,36.09,103,19.41,116,7.35,3,2.08,0,"FALSE"
"1050",79,"no","no",0,72,24.99,102,14.08,107,10.94,9,2.27,1,"FALSE"
"1051",139,"no","yes",25,112,16.35,70,15.21,84,8.19,10,3.48,2,"FALSE"
"1052",103,"no","no",0,118,44.78,69,15.22,112,9.66,2,2.78,0,"FALSE"
"1053",98,"yes","no",0,67,2.13,90,21.81,88,7.62,9,2.08,1,"FALSE"
"1054",78,"no","no",0,116,27.59,86,16.35,100,10.83,3,2.73,2,"FALSE"
"1055",50,"no","no",0,107,31.21,118,4.98,99,9.12,3,2.35,1,"FALSE"
"1056",161,"no","no",0,109,30.28,86,12.45,78,6.19,2,2.3,1,"FALSE"
"1057",67,"no","no",0,101,34.24,122,8.3,119,9.11,3,1.89,0,"FALSE"
"1058",86,"no","yes",38,158,20.91,119,11.38,103,6.22,4,3.59,1,"FALSE"
"1059",92,"no","no",0,125,35.36,76,16.91,97,3.44,6,2.32,0,"FALSE"
"1060",174,"no","no",0,72,40.66,124,16.02,116,4.75,3,2.38,1,"FALSE"
"1061",124,"no","no",0,97,32.81,99,7.63,104,7.78,3,4.13,1,"FALSE"
"1062",132,"no","yes",31,101,29.67,105,20.88,76,7.78,9,2.78,1,"FALSE"
"1063",190,"no","yes",26,71,19.84,88,12.4,103,7.88,3,2.67,1,"FALSE"
"1064",101,"no","no",0,127,15.95,104,12.75,116,10.85,2,2.89,1,"FALSE"
"1065",185,"yes","yes",30,114,26.2,106,10.09,105,11.63,3,3.48,2,"FALSE"
"1066",68,"no","yes",29,82,40.72,105,17.32,70,7.55,6,2.67,0,"FALSE"
"1067",117,"no","yes",25,140,36.72,69,19.05,112,12.06,4,3.19,0,"FALSE"
"1068",118,"no","no",0,97,31.86,89,15.11,97,10.5,6,3.29,1,"FALSE"
"1069",124,"no","no",0,119,28.46,143,19.82,115,4.93,5,2.78,0,"FALSE"
"1070",22,"no","no",0,108,27.27,88,18.54,115,8.68,4,3.38,1,"FALSE"
"1071",75,"no","no",0,92,24.34,142,17.77,96,7.79,9,3.21,1,"FALSE"
"1072",134,"no","no",0,122,34.9,155,20.44,107,8.06,9,1.35,1,"FALSE"
"1073",164,"no","yes",25,88,37.25,99,12.88,60,2.25,6,3.86,1,"FALSE"
"1074",44,"no","no",0,77,24.34,114,14.43,77,9.71,4,2.05,1,"FALSE"
"1075",177,"no","no",0,106,39.58,97,14.89,77,9.55,7,3.38,2,"FALSE"
"1076",110,"no","no",0,81,27.54,89,21.04,99,7,8,2.4,0,"FALSE"
"1077",53,"no","yes",27,119,4.4,96,17.55,64,10.26,7,1.76,1,"FALSE"
"1078",108,"no","no",0,123,26.21,86,9.55,75,11.09,4,4.16,4,"TRUE"
"1079",80,"no","no",0,113,54.79,95,18.87,123,7.33,8,1.81,0,"TRUE"
"1080",158,"no","no",0,112,35.68,82,18.81,93,9.45,3,2.21,1,"FALSE"
"1081",114,"no","no",0,88,32.56,78,14.89,118,9.91,0,0,0,"FALSE"
"1082",64,"no","yes",19,150,49.49,123,19.27,67,9.86,2,2.03,1,"FALSE"
"1083",88,"no","no",0,115,36.65,85,18.38,65,7.71,1,3.19,3,"FALSE"
"1084",82,"yes","no",0,101,35.5,87,18.16,86,7.88,6,3.35,3,"FALSE"
"1085",111,"no","no",0,97,43.5,129,17.35,84,7.71,5,3.32,3,"FALSE"
"1086",60,"no","no",0,97,42.96,121,18.79,100,4.95,4,3.35,2,"FALSE"
"1087",113,"no","no",0,72,22.46,107,21.04,123,11.08,6,1.86,3,"FALSE"
"1088",109,"no","no",0,115,36.89,142,17.6,106,12.06,4,2.21,1,"FALSE"
"1089",105,"no","yes",42,79,17.32,97,18.96,77,10.87,2,3.48,0,"FALSE"
"1090",85,"no","no",0,100,35.96,88,15.69,131,7.39,4,3.59,2,"FALSE"
"1091",131,"no","no",0,86,26.08,81,16.87,83,7.4,3,2.81,0,"FALSE"
"1092",59,"no","no",0,95,28.27,87,20.34,108,5.54,3,2.7,2,"FALSE"
"1093",148,"no","no",0,87,31.48,96,14.48,104,7.43,13,2.57,1,"FALSE"
"1094",210,"no","no",0,121,17.78,71,12.71,67,11.48,8,1.76,2,"FALSE"
"1095",115,"no","no",0,105,41.68,109,13.52,74,10.35,8,1.94,0,"FALSE"
"1096",106,"no","no",0,120,46.65,82,16.88,62,7.24,3,1.62,1,"FALSE"
"1097",93,"no","no",0,78,16.73,129,21.22,114,11.17,4,3.83,1,"FALSE"
"1098",57,"no","yes",29,121,47.58,109,18.96,94,11.33,2,3.51,1,"FALSE"
"1099",98,"no","no",0,127,31.82,88,16.63,129,8.18,4,1.38,1,"FALSE"
"1100",157,"no","no",0,95,46.95,119,14.09,79,6.82,4,0.59,3,"FALSE"
"1101",116,"no","yes",35,104,34.07,89,23.19,100,9.65,4,2.24,1,"FALSE"
"1102",30,"no","no",0,96,27.59,122,20.74,89,8.1,4,2.46,2,"FALSE"
"1103",111,"no","no",0,128,30.07,56,8.74,84,9.62,2,2.84,4,"TRUE"
"1104",52,"no","no",0,78,28.14,89,17.47,124,9.61,6,3.29,0,"FALSE"
"1105",72,"no","no",0,93,37.03,113,16.12,91,8.22,5,2.81,4,"FALSE"
"1106",135,"no","yes",28,100,34.24,117,20.95,131,6.97,4,3.48,2,"TRUE"
"1107",86,"no","no",0,115,32.39,130,15.27,89,11.63,5,2.73,3,"FALSE"
"1108",98,"no","yes",29,97,30.58,89,16.08,76,7.39,7,3.46,3,"FALSE"
"1109",151,"no","no",0,104,40.1,91,6.85,116,9.58,2,1.57,3,"FALSE"
"1110",118,"no","no",0,112,23.87,60,15.9,155,9.36,1,2.13,0,"FALSE"
"1111",117,"no","no",0,115,24.58,66,22,113,11.39,9,2,2,"FALSE"
"1112",55,"no","no",0,100,32.13,99,10.07,87,11.16,6,4.62,0,"FALSE"
"1113",82,"no","no",0,93,17.17,104,13.23,93,13.7,2,3.59,0,"FALSE"
"1114",152,"no","no",0,98,35.07,82,24.89,121,1.97,4,2.86,1,"FALSE"
"1115",108,"no","yes",15,85,28.07,93,22.7,114,11.28,4,2.94,1,"FALSE"
"1116",98,"no","no",0,129,28.05,113,17.22,94,7.75,7,3.38,1,"TRUE"
"1117",130,"no","no",0,95,26.5,97,21.77,103,11.83,3,3.16,3,"FALSE"
"1118",136,"yes","no",0,122,33.86,114,18.25,105,6.79,7,3.19,1,"FALSE"
"1119",47,"no","no",0,116,26.4,85,16,73,11.12,4,3.32,3,"FALSE"
"1120",189,"no","no",0,106,35.41,123,20.12,120,8.06,5,3.05,3,"FALSE"
"1121",107,"no","no",0,79,26.71,124,13.82,138,6.75,6,3.27,1,"FALSE"
"1122",91,"no","no",0,165,26.25,121,14.31,81,10.8,4,3.16,5,"TRUE"
"1123",159,"no","no",0,105,32.15,147,20.92,106,10.89,5,2.81,1,"TRUE"
"1124",11,"no","yes",24,98,22.36,111,19.57,87,12.77,3,2.7,2,"FALSE"
"1125",167,"no","no",0,85,28.29,135,20.67,95,10.31,5,2.67,1,"FALSE"
"1126",111,"no","no",0,75,24.19,106,10.44,94,10.33,9,3.46,2,"FALSE"
"1127",99,"no","yes",19,103,14.91,86,18.96,112,8.2,4,1.97,2,"FALSE"
"1128",159,"no","yes",19,78,31.3,71,16.53,101,10.15,3,4.56,0,"FALSE"
"1129",114,"yes","yes",31,104,29.67,92,19.06,91,5.23,10,3.32,2,"FALSE"
"1130",71,"no","no",0,103,17.56,79,11.77,98,7.42,2,2.43,2,"FALSE"
"1131",122,"no","no",0,62,5.97,89,15.37,58,11.32,2,3.43,1,"FALSE"
"1132",100,"no","yes",25,94,41.92,112,12.02,109,8.54,5,3.51,1,"FALSE"
"1133",83,"no","yes",37,109,13.35,101,17.89,102,8.09,4,3.19,1,"FALSE"
"1134",64,"no","no",0,73,25.18,101,14.02,125,9.72,2,3.32,5,"TRUE"
"1135",105,"no","no",0,84,35.05,138,21.79,91,5.27,3,2.43,1,"FALSE"
"1136",144,"no","yes",33,87,42.77,118,16.8,97,9.41,3,3.29,2,"FALSE"
"1137",106,"yes","yes",26,111,45.95,90,18.29,133,11.43,7,3.89,1,"TRUE"
"1138",19,"no","yes",34,97,26.62,97,19.06,135,11.74,1,3.05,1,"FALSE"
"1139",46,"no","no",0,81,23.7,113,19.01,77,7.79,6,3.67,1,"FALSE"
"1140",127,"no","no",0,108,37.43,124,16.01,113,7.77,3,3.16,2,"FALSE"
"1141",9,"no","yes",39,108,36.4,115,14.38,117,8.54,3,2.73,1,"FALSE"
"1142",157,"no","no",0,74,33.32,96,18.14,81,8.86,6,2.13,1,"FALSE"
"1143",105,"no","no",0,71,18.09,83,20.41,114,6.65,4,1.43,6,"TRUE"
"1144",105,"no","yes",29,113,30.5,100,23.41,105,11.07,5,2.7,0,"FALSE"
"1145",155,"no","no",0,30,36.84,125,12.27,106,6.09,1,2.92,2,"FALSE"
"1146",31,"no","no",0,129,30.14,105,12.99,92,7.33,2,1.38,0,"FALSE"
"1147",161,"no","no",0,117,25.77,87,18.65,68,10.11,5,1.08,1,"FALSE"
"1148",95,"no","yes",32,123,44.57,82,14.04,57,8.74,5,2.86,0,"FALSE"
"1149",122,"no","no",0,110,29.51,84,7.79,103,9.53,7,2.62,3,"FALSE"
"1150",37,"yes","no",0,76,18.12,89,12.53,113,10.61,8,2.59,2,"FALSE"
"1151",132,"no","no",0,106,32.86,94,10.91,119,7.29,4,3.13,5,"TRUE"
"1152",119,"no","yes",24,94,36.92,52,11.79,85,6.27,4,3.05,0,"FALSE"
"1153",16,"no","no",0,89,35.62,85,14.69,102,4.23,4,2.38,1,"FALSE"
"1154",99,"no","no",0,105,16.22,101,17.61,117,6.12,5,1.51,1,"FALSE"
"1155",76,"no","yes",26,110,36.48,87,17.44,140,6.06,2,2.19,1,"FALSE"
"1156",167,"no","no",0,120,22.37,96,17.96,97,7.57,4,3,4,"TRUE"
"1157",129,"no","no",0,117,28.63,129,18.45,100,3.67,7,3.19,1,"FALSE"
"1158",116,"no","no",0,123,24.89,113,15.01,102,9.57,5,2.11,1,"FALSE"
"1159",60,"yes","no",0,110,31.11,93,17.57,119,9.17,6,3,1,"FALSE"
"1160",128,"no","no",0,122,17.56,123,20.9,95,7.25,7,1.73,0,"FALSE"
"1161",47,"no","yes",28,70,19.07,106,13.16,105,7.5,2,2.86,0,"FALSE"
"1162",40,"yes","no",0,55,29.02,108,15.22,89,12.69,9,2.21,3,"FALSE"
"1163",173,"no","no",0,78,29.33,91,12.12,63,4.59,2,2.94,0,"FALSE"
"1164",157,"no","yes",30,107,33.03,108,20.67,114,14.5,5,1.92,1,"FALSE"
"1165",66,"no","yes",32,117,31.93,90,11.03,113,5.95,3,3.24,2,"FALSE"
"1166",50,"yes","yes",26,94,52.21,78,24.6,109,7.87,3,2.16,0,"FALSE"
"1167",72,"no","no",0,106,20.09,136,14.21,106,9.64,3,3.29,3,"FALSE"
"1168",130,"no","no",0,95,26.18,106,17.5,75,10.52,1,3.48,1,"FALSE"
"1169",143,"no","no",0,101,26.44,89,18.14,61,10.71,11,2.05,1,"FALSE"
"1170",89,"yes","no",0,108,21.35,90,18.11,108,8.18,5,1.46,1,"FALSE"
"1171",108,"no","no",0,104,33.88,92,19.06,57,6.3,2,4.1,0,"FALSE"
"1172",32,"no","no",0,88,26.84,132,15.37,102,5.96,3,3.46,1,"FALSE"
"1173",166,"no","no",0,81,34.58,110,14.25,124,5.94,5,2.48,2,"FALSE"
"1174",109,"no","no",0,113,37.77,122,18.57,88,11.97,5,2.94,1,"FALSE"
"1175",72,"no","yes",39,98,15.78,115,23.05,83,7.52,7,1.57,1,"FALSE"
"1176",134,"no","yes",32,78,36.86,111,8.69,83,7.83,2,2.32,0,"FALSE"
"1177",13,"no","no",0,89,32.84,90,16.52,104,8.39,2,2.62,4,"FALSE"
"1178",90,"no","no",0,108,19.24,63,16.09,124,12.23,4,3.81,3,"FALSE"
"1179",111,"no","yes",36,54,28.25,109,20.3,92,4.9,2,3.02,3,"FALSE"
"1180",101,"no","yes",23,101,44.57,80,13.35,100,5.81,14,1.97,1,"FALSE"
"1181",72,"no","no",0,92,35.33,110,16.63,124,8.32,4,3.54,0,"FALSE"
"1182",67,"no","yes",35,89,41.72,102,12.6,136,12.33,6,2.03,1,"FALSE"
"1183",172,"no","no",0,108,48.81,125,15.16,98,6.89,2,3.89,3,"TRUE"
"1184",154,"no","yes",32,82,32.69,134,14.05,74,9.23,1,2.43,2,"FALSE"
"1185",69,"no","no",0,122,33.01,81,20.58,80,9.71,3,2.62,2,"FALSE"
"1186",123,"no","no",0,92,35.87,102,18.45,104,9.67,7,2.65,3,"FALSE"
"1187",130,"no","yes",12,92,24.12,102,19.46,101,8.78,5,2.35,0,"FALSE"
"1188",142,"no","yes",26,94,37.49,126,20.36,109,11.44,9,1.59,2,"FALSE"
"1189",29,"no","no",0,122,26.76,75,12.33,92,12.68,2,2.51,1,"FALSE"
"1190",87,"no","yes",28,106,24.4,147,19,69,7.89,5,3.02,0,"FALSE"
"1191",149,"no","no",0,56,26.52,116,4.76,104,7.35,8,2.4,0,"FALSE"
"1192",146,"yes","no",0,63,27.22,112,17.71,98,7.99,3,2.48,2,"FALSE"
"1193",88,"yes","no",0,98,39.97,79,21.4,76,12.87,2,1.94,4,"TRUE"
"1194",119,"yes","yes",15,95,27.2,110,17.81,107,3.7,5,2.35,5,"TRUE"
"1195",48,"no","no",0,63,32.03,89,14.1,71,9.26,2,3.56,1,"FALSE"
"1196",135,"no","no",0,97,33.12,118,20,126,7.85,3,2.97,1,"FALSE"
"1197",100,"no","no",0,117,42.13,95,11.05,125,6.04,2,1.86,1,"FALSE"
"1198",98,"no","no",0,80,37.6,104,18.16,89,13.13,3,3.21,4,"FALSE"
"1199",75,"no","yes",26,86,20.15,118,18.18,99,5.97,3,3.62,2,"FALSE"
"1200",180,"no","yes",33,78,39.41,79,19.8,121,9.31,4,2.05,1,"FALSE"
"1201",100,"no","yes",25,90,36.7,92,21.92,157,8.11,4,3.13,1,"FALSE"
"1202",119,"no","yes",35,92,36.91,134,18.77,93,11.23,5,2.16,2,"FALSE"
"1203",86,"no","no",0,96,14.2,63,18.79,75,15.74,3,3.4,0,"FALSE"
"1204",155,"no","yes",39,106,31.16,101,17.43,90,11.87,7,1.38,1,"FALSE"
"1205",78,"yes","no",0,141,40.26,101,22.55,77,6.86,2,2.57,1,"TRUE"
"1206",153,"no","no",0,90,32.95,121,16.6,108,8.22,3,2.3,1,"FALSE"
"1207",92,"no","yes",25,112,22.78,111,17.51,118,8.13,4,2.62,0,"FALSE"
